ID	Name	Pathways	Reactions	
G1FV3-28290	YALI0C00209g	diacylglycerol and triacylglycerol biosynthesis, CDP-diacylglycerol biosynthesis I, phosphatidate biosynthesis (yeast)	<i>sn</i>-glycerol 3-phosphate + a stearoyl-[acp]  =  1-stearoyl-<i>sn</i>-glycerol 3-phosphate + acyl-carrier protein, an acyl-[acyl-carrier protein] + <i>sn</i>-glycerol 3-phosphate  =  a 1-acyl-<i>sn</i>-glycerol 3-phosphate + acyl-carrier protein, a <i>cis</i>-vaccenoyl-[acp] + <i>sn</i>-glycerol 3-phosphate  &rarr;  1-<i>cis</i>-vaccenoylglycerol-3-phosphate + acyl-carrier protein, a palmitoyl-[acp] + <i>sn</i>-glycerol 3-phosphate  &rarr;  1-palmitoylglycerol 3-phosphate + acyl-carrier protein, hexadecanedioyl-CoA + <i>sn</i>-glycerol 3-phosphate  =  1-C16:0-&alpha;,&omega;-dicarboxyl-2-lysophosphatidate + coenzyme A, 18-hydroxyoleoyl-CoA + <i>sn</i>-glycerol 3-phosphate  =  1-[18-hydroxyoleyl]-2-lyso-phosphatidate + coenzyme A, a long-chain acyl-CoA + <i>sn</i>-glycerol 3-phosphate  &rarr;  a 1-acyl-<i>sn</i>-glycerol 3-phosphate + coenzyme A, a myristoyl-[acp] + <i>sn</i>-glycerol 3-phosphate  &rarr;  1-myristoylglycerol 3-phosphate + acyl-carrier protein, <i>sn</i>-glycerol 3-phosphate + oleoyl-CoA  &rarr;  1-oleyl-2-lyso-phosphatidate + coenzyme A, glycerone phosphate + oleoyl-CoA  &rarr;  1-oleoyl-2-lyso-glycerone phosphate + coenzyme A, a long-chain acyl-CoA + glycerone phosphate  =  a 1-long-chain acyl-glycerone 3-phosphate + coenzyme A	
G1FV3-28292	YALI0C00253g	L-valine biosynthesis, L-isoleucine biosynthesis I (from threonine)	2 pyruvate + H<SUP>+</SUP>  &rarr;  (<i>S</i>)-2-acetolactate + CO<SUB>2</SUB>, pyruvate + 2-oxobutanoate + H<SUP>+</SUP>  &rarr;  (<i>S</i>)-2-aceto-2-hydroxybutanoate + CO<SUB>2</SUB>	
G1FV3-28299	YALI0C00407g	L-leucine biosynthesis	3-[(6'-methylthio)hexyl]malate + NAD<sup>+</sup>  &rarr;  9-(methylthio)-2-oxononanoate + CO<SUB>2</SUB> + NADH, 3-[(6'-methylthio)hexyl]malate + NAD<sup>+</sup>  &harr;  3-isopropyl-9-(methylthio)-2-oxononanoate + NADH + H<SUP>+</SUP>, (2<i>R</i>,3<i>S</i>)-3-isopropylmalate + NAD<sup>+</sup>  &rarr;  4-methyl-2-oxopentanoate + CO<SUB>2</SUB> + NADH, (2<i>R</i>,3<i>S</i>)-3-isopropylmalate + NAD<sup>+</sup>  &rarr;  (2<i>S</i>)-2-isopropyl-3-oxosuccinate + NADH + H<SUP>+</SUP>, 3-[(7'-methylthio)heptyl]malate + NAD<sup>+</sup>  &rarr;  10-(methylthio)-2-oxodecanoate + CO<SUB>2</SUB> + NADH, 3-[(7'-methylthio)heptyl]malate + NAD<sup>+</sup>  &harr;  3-isopropyl-10-(methylthio)-2-oxodecanoate + NADH + H<SUP>+</SUP>, 3-[(4'-methylthio)butyl]malate + NAD<sup>+</sup>  &rarr;  7-(methylthio)-2-oxoheptanoate + CO<SUB>2</SUB> + NADH, 3-[(4'-methylthio)butyl]malate + NAD<sup>+</sup>  &harr;  3-isopropyl-7-(methylthio)-2-oxoheptanoate + NADH + H<SUP>+</SUP>, 3-ethylmalate + NAD<sup>+</sup>  &rarr;  2-oxovalerate + CO<SUB>2</SUB> + NADH, 3-ethylmalate + NAD<sup>+</sup>  &harr;  3-ethyl-2-oxosuccinate + NADH + H<SUP>+</SUP>, 3-[(5'-methylthio)pentyl]malate + NAD<sup>+</sup>  &rarr;  8-(methylthio)-2-oxooctanoate + CO<SUB>2</SUB> + NADH, 3-[(5'-methylthio)pentyl]malate + NAD<sup>+</sup>  &harr;  3-isopropyl-8-(methylthio)-2-oxooctanoate + NADH + H<SUP>+</SUP>, 3-[(3'-methylthio)propyl]malate + NAD<sup>+</sup>  &rarr;  6-(methylthio)-2-oxohexanoate + CO<SUB>2</SUB> + NADH, 3-[(3'-methylthio)propyl]malate + NAD<sup>+</sup>  &harr;  3-isopropyl-6-(methylthio)-2-oxohexanoate + NADH + H<SUP>+</SUP>	
G1FV3-28301	YALI0C00451g		an amino acid<sub>[periplasm]</sub>  &rarr;  an amino acid<sub>[cytosol]</sub>	
G1FV3-28310	YALI0C00627g			
G1FV3-28315	YALI0C00759g			
G1FV3-28331	YALI0C01111g	flavin biosynthesis III (fungi)	2 6,7-dimethyl-8-(1-D-ribityl)lumazine + H<SUP>+</SUP>  &rarr;  5-amino-6-(D-ribitylamino)uracil + riboflavin	
G1FV3-28344	YALI0C01411g	1,3-&beta;-D-glucan biosynthesis	UDP-&alpha;-D-glucose + 1,3-&beta;-D-glucan<sub>(n)</sub>  &rarr;  1,3-&beta;-D-glucan<sub>(n+1)</sub> + UDP	
G1FV3-28357	YALI0C01716g	heme <i>b</i> biosynthesis I (aerobic)	uroporphyrinogen-III + 4 H<SUP>+</SUP>  &rarr;  coproporphyrinogen III + 4 CO<SUB>2</SUB>, uroporphyrinogen-I + 4 H<SUP>+</SUP>  &rarr;  coproporphyrinogen I + 4 CO<SUB>2</SUB>	
G1FV3-28387	YALI0C02431g		L-carnitine<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  L-carnitine<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>	
G1FV3-28402	YALI0C02783g			
G1FV3-28412	YALI0C03003g	10-<i>trans</i>-heptadecenoyl-CoA degradation (reductase-dependent, yeast), fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent), 10-<i>cis</i>-heptadecenoyl-CoA degradation (yeast), oleate &beta;-oxidation (reductase-dependent, yeast)	2-<i>trans</i>, 4-<i>trans</i>-undecadienoyl-CoA + NADPH + H<SUP>+</SUP>  &rarr;  3-<i>trans</i>-undecenoyl-CoA + NADP<sup>+</sup>, trans-&Delta;<SUP>2</SUP>, cis-&Delta;<SUP>4</SUP>-decadienoyl-CoA + NADPH + H<SUP>+</SUP>  &rarr;  (2Z)-dec-2-enoyl-CoA + NADP<sup>+</sup>, a (2E,4E)-alka-2,4-dienoyl-CoA + NADPH  &rarr;  a (3E)-alk-3-enoyl-CoA + NADP<sup>+</sup>, a 2<i>-trans</i>-4-<i>cis</i>-dienoyl-CoA + NADPH  &rarr;  a (3E)-alk-3-enoyl-CoA + NADP<sup>+</sup> + H<SUP>+</SUP>, 2-<i>trans</i>, 4-<i>cis</i>-undecadienoyl-CoA + NADPH + H<SUP>+</SUP>  &rarr;  3-<i>trans</i>-undecenoyl-CoA + NADP<sup>+</sup>, a (2E,4E)-alka-2,4-dienoyl-CoA + NADPH + H<SUP>+</SUP>  &rarr;  a <i>trans</i>-2-enoyl-CoA + NADP<sup>+</sup>, 2-<i>trans</i>,4-<i>trans</i>-tetradecadienoyl-CoA + NADPH + H<SUP>+</SUP>  &rarr;  3-<i>trans</i>-tetradecenoyl-CoA + NADP<sup>+</sup>	
G1FV3-28413	YALI0C03025g	L-rhamnose degradation II, NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast), ethanol degradation II, phytol degradation	4-acetamidobutanal + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  4-acetamidobutanoate + NADH + 2 H<SUP>+</SUP>, D-glyceraldehyde 3-phosphate + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  3-phospho-D-glycerate + NADH + 2 H<SUP>+</SUP>, 3,4-dihydroxyphenylacetaldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  3,4-dihydroxyphenylacetate + NADH + 2 H<SUP>+</SUP>, D-glucurono-6,3-lactone + NAD<sup>+</sup> + 2 H<sub>2</sub>O  &rarr;  D-glucarate + NADH + 3 H<SUP>+</SUP>, (2E)-hexadecenal + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  (2E)-hexadecenoate + NADH + 2 H<SUP>+</SUP>, phenylacetaldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  =  phenylacetate + NADH + 2 H<SUP>+</SUP>, (<i>S</i>)-lactaldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  (<i>S</i>)-lactate + NADH + 2 H<SUP>+</SUP>, fluoroacetaldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  =  fluoroacetate + NADH + 2 H<SUP>+</SUP>, (R)-lactaldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  =  (<i>R</i>)-lactate + NADH + 2 H<SUP>+</SUP>, benzaldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  =  benzoate + NADH + 2 H<SUP>+</SUP>, formaldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  =  formate + NADH + 2 H<SUP>+</SUP>, salicylaldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  =  salicylate + NADH + 2 H<SUP>+</SUP>, an aldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  a carboxylate + NADH + 2 H<SUP>+</SUP>, 3,4-dihydroxyphenylglycolaldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  3,4-dihydroxymandelate + NADH + 2 H<SUP>+</SUP>, imidazole acetaldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  4-imidazoleacetate + NADH + 2 H<SUP>+</SUP>, 5-hydroxyindole acetaldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  5-hydroxyindole acetate + NADH + 2 H<SUP>+</SUP>, prop-2-ynal + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  propynoate + NADH + 2 H<SUP>+</SUP>, perillyl aldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  perillate + NADH + 2 H<SUP>+</SUP>, palmitaldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  palmitate + NADH + 2 H<SUP>+</SUP>, 1-octanal + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  octanoate + NADH + 2 H<SUP>+</SUP>, hydroxypyruvaldehyde phosphate + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  3-phospho-hydroxypyruvate + NADH + 2 H<SUP>+</SUP>, decanal + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  decanoate + NADH + 2 H<SUP>+</SUP>, a 2-methyl branched 2,3,4-saturated fatty aldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  a 2-methyl branched 2,3,4-saturated fatty acid + NADH + 2 H<SUP>+</SUP>, a fatty aldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  a fatty acid + NADH + 2 H<SUP>+</SUP>, an odd numbered straight chain 2,3,4-saturated fatty aldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  an odd numbered straight chain 2,3,4-saturated fatty acid + NADH + 2 H<SUP>+</SUP>, acetaldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  acetate + NADH + 2 H<SUP>+</SUP>, 3-methoxy-4-hydroxyphenylglycolaldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  vanillyl mandelate + NADH + 2 H<SUP>+</SUP>, dodecanal + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  laurate + NADH + 2 H<SUP>+</SUP>, 3-dimethylsulfoniopropionaldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  dimethylsulfoniopropanoate + NADH + 2 H<SUP>+</SUP>, indole acetaldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  indole-3-acetate + NADH + 2 H<SUP>+</SUP>, phytenal + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  phytenate + NADH + 2 H<SUP>+</SUP>	
G1FV3-28421	YALI0C03179g	ceramide <i>de novo</i> biosynthesis, sphingolipid biosynthesis (yeast)	L-serine + palmitoyl-CoA + H<SUP>+</SUP>  &rarr;  CO<SUB>2</SUB> + 3-dehydrosphinganine + coenzyme A	
G1FV3-28423	YALI0C03223g			
G1FV3-28444	YALI0C03674g	tRNA charging	a tRNA<SUP>Gln</SUP> + L-glutamine + ATP  &rarr;  an L-glutaminyl-[tRNA<SUP>Gln</SUP>] + AMP + diphosphate	
G1FV3-28462	YALI0C04092g			
G1FV3-28466	YALI0C04180g	D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis, phospholipases, D-<i>myo</i>-inositol-5-phosphate metabolism	a 1-phosphatidyl-1D-<i>myo</i>-inositol 4-phosphate + H<sub>2</sub>O  &rarr;  a 1,2-diacyl-<i>sn</i>-glycerol + D-<i>myo</i>-inositol (1,4)-bisphosphate + H<SUP>+</SUP>, a 1-phosphatidyl-1D-<i>myo</i>-inositol + H<sub>2</sub>O  =  a 1,2-diacyl-<i>sn</i>-glycerol + 1D-<i>myo</i>-inositol 1-monophosphate + H<SUP>+</SUP>, a 1-phosphatidyl-1D-<i>myo</i>-inositol 4,5-bisphosphate + H<sub>2</sub>O  &rarr;  a 1,2-diacyl-<i>sn</i>-glycerol + D-<i>myo</i>-inositol (1,4,5)-trisphosphate + H<SUP>+</SUP>	
G1FV3-28477	YALI0C04433g	L-arginine degradation VI (arginase 2 pathway), L-proline biosynthesis III, L-ornithine biosynthesis II	L-ornithine + a 2-oxo carboxylate  =  a proteinogenic amino acid + L-glutamate-5-semialdehyde, L-ornithine + 2-oxoglutarate  &harr;  L-glutamate + L-glutamate-5-semialdehyde	
G1FV3-28506	YALI0C05170g	L-histidine biosynthesis	ATP + 5-phospho-&alpha;-D-ribose 1-diphosphate + H<SUP>+</SUP>  &rarr;  1-(5-phospho-&beta;-D-ribosyl)-ATP + diphosphate	
G1FV3-28509	YALI0C05258g	L-tyrosine degradation III, L-phenylalanine degradation III, L-methionine degradation III	L-homophenylalanine + pyruvate  &harr;  2-oxo-4-phenylbutanoate + L-alanine, L-histidine + pyruvate  &harr;  imidazole-pyruvate + L-alanine, L-tyrosine + pyruvate  &harr;  4-hydroxyphenylpyruvate + L-alanine, L-phenylalanine + pyruvate  &harr;  2-oxo-3-phenylpropanoate + L-alanine, L-methionine + 2-oxo-3-phenylpropanoate  &harr;  4-(methylthio)-2-oxobutanoate + L-phenylalanine, L-tryptophan + 2-oxo-3-phenylpropanoate  &harr;  (indol-3-yl)pyruvate + L-phenylalanine	
G1FV3-28518	YALI0C05467g			
G1FV3-28531	YALI0C05709g			
G1FV3-28533	YALI0C05753g		phosphate<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  phosphate<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>	
G1FV3-28542	YALI0C05951g	oleate biosynthesis II (animals and fungi)	stearoyl-CoA + 2 a ferrocytochrome <i>b<SUB>5</SUB></i> + oxygen + 2 H<SUP>+</SUP>  &rarr;  oleoyl-CoA + 2 a ferricytochrome <i>b<sub>5</sub></i> + 2 H<sub>2</sub>O, palmitoyl-CoA + 2 a ferrocytochrome <i>b<SUB>5</SUB></i> + oxygen + 2 H<SUP>+</SUP>  &rarr;  palmitoleoyl-CoA + 2 a ferricytochrome <i>b<sub>5</sub></i> + 2 H<sub>2</sub>O	
G1FV3-28548	YALI0C06083g	tetrapyrrole biosynthesis II (from glycine)	glycine + succinyl-CoA + H<SUP>+</SUP>  &rarr;  CO<SUB>2</SUB> + 5-aminolevulinate + coenzyme A	
G1FV3-28557	YALI0C06281g			
G1FV3-28558	YALI0C06303g	phosphatidylethanolamine biosynthesis II	<i>O</i>-phosphoethanolamine + CTP + H<SUP>+</SUP>  &rarr;  CDP-ethanolamine + diphosphate	
G1FV3-28561	YALI0C06369g	gluconeogenesis I, glycolysis I (from glucose 6-phosphate), glycolysis III (from glucose), glycolysis I	D-glyceraldehyde 3-phosphate + NAD<sup>+</sup> + phosphate  &harr;  3-phospho-D-glyceroyl-phosphate + NADH + H<SUP>+</SUP>	
G1FV3-28564	YALI0C06446g		(<i>R</i>)-2-hydroxyglutarate + pyruvate  &harr;  2-oxoglutarate + (<i>R</i>)-lactate, (<i>R</i>)-2-hydroxyglutarate + oxaloacetate  =  2-oxoglutarate + (R)-malate	
G1FV3-28567	YALI0C06490g	GDP-mannose biosynthesis	&alpha;-D-mannose 1-phosphate + GTP + H<SUP>+</SUP>  &rarr;  GDP-&alpha;-D-mannose + diphosphate	
G1FV3-28578	YALI0C06732g			
G1FV3-28580	YALI0C06776g	TCA cycle III (animals), TCA cycle variation III (eukaryotic)	fumarate + H<sub>2</sub>O  &rarr;  (<i>S</i>)-malate	
G1FV3-28588	YALI0C06930g			
G1FV3-28589	YALI0C06952g	3-dehydroquinate biosynthesis I	phospho<i>enol</i>pyruvate + D-erythrose 4-phosphate + H<sub>2</sub>O  &rarr;  3-deoxy-D-arabino-heptulosonate 7-phosphate + phosphate	
G1FV3-28591	YALI0C06996g			
G1FV3-28596	YALI0C07128g			
G1FV3-28609	YALI0C07414g		L-<I>allo</I>-threonine + NADP<sup>+</sup>  &rarr;  aminoacetone + CO<SUB>2</SUB> + NADPH, L-<I>allo</I>-threonine + NADP<sup>+</sup>  &rarr;  L-2-amino-3-oxobutanoate + NADPH + H<SUP>+</SUP>	
G1FV3-28621	YALI0C07678g		an amino acid<sub>[periplasm]</sub>  &rarr;  an amino acid<sub>[cytosol]</sub>	
G1FV3-28637	YALI0C08074g	formate oxidation to CO<sub>2</sub>	formate + NAD<sup>+</sup>  &rarr;  CO<SUB>2</SUB> + NADH	
G1FV3-28660	YALI0C08569g			
G1FV3-28671	YALI0C08811g		acetoacetyl-CoA + NADPH + H<SUP>+</SUP>  &rarr;  (<i>S</i>)-3-hydroxybutanoyl-CoA + NADP<sup>+</sup>	
G1FV3-28687	YALI0C09119g			
G1FV3-28712	YALI0C09636g	L-valine biosynthesis, L-isoleucine biosynthesis I (from threonine)	2 pyruvate + H<SUP>+</SUP>  &rarr;  (<i>S</i>)-2-acetolactate + CO<SUB>2</SUB>, pyruvate + 2-oxobutanoate + H<SUP>+</SUP>  &rarr;  (<i>S</i>)-2-aceto-2-hydroxybutanoate + CO<SUB>2</SUB>	
G1FV3-28723	YALI0C09889g			
G1FV3-28764	YALI0C10780g	tRNA charging	a tRNA<SUP>Ile</SUP> + L-isoleucine + ATP  &rarr;  an L-isoleucyl-[tRNA<SUP>Ile</SUP>] + AMP + diphosphate	
G1FV3-28770	YALI0C10901g	<i>N</i><sup>10</sup>-formyl-tetrahydrofolate biosynthesis, pyrimidine deoxyribonucleotides biosynthesis from CTP, pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I	a 5,10-methylenetetrahydrofolate + dUMP  &rarr;  dTMP + a 7,8-dihydrofolate	
G1FV3-28774	YALI0C10989g			
G1FV3-28791	YALI0C11363g	&gamma;-glutamyl cycle	glutathione + hypoglycin A  =  hypoglycin B + L-cysteinyl-glycine, leukotriene-C4 + a proteinogenic amino acid  =  an &alpha;-(&gamma;-L-glutamyl)-L-amino acid + leukotriene-D4, glutathione + glycyl-glycine  =  &gamma;-L-glutamyl-glycylglycine + L-cysteinyl-glycine, a 5-L-glutamyl-[peptide] + an amino acid  =  an &alpha;-(5-L-glutamyl)-amino acid + a peptide, glutathione + a proteinogenic amino acid  &rarr;  an &alpha;-(&gamma;-L-glutamyl)-L-amino acid + L-cysteinyl-glycine, glutathione + H<sub>2</sub>O  &rarr;  L-cysteinyl-glycine + L-glutamate	
G1FV3-28793	YALI0C11407g	octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast), biotin-carboxyl carrier protein assembly	acetyl-CoA + a [carboxyl-carrier protein dimer]-<i>N</i><sup>6</sup>-carboxybiotinyl-L-lysine  &rarr;  malonyl-CoA + a [biotin carboxyl-carrier-protein dimer]-<i>N</i><sup>6</sup>-biotinyl-L-lysine, ATP + acetyl-CoA + hydrogencarbonate  &rarr;  ADP + malonyl-CoA + phosphate + H<SUP>+</SUP>, a [biotin carboxyl-carrier-protein dimer]-<i>N</i><sup>6</sup>-biotinyl-L-lysine + hydrogencarbonate + ATP  &rarr;  a [carboxyl-carrier protein dimer]-<i>N</i><sup>6</sup>-carboxybiotinyl-L-lysine + ADP + phosphate + H<SUP>+</SUP>	
G1FV3-28810	YALI0C11803g		diphosphate + H<sub>2</sub>O  &rarr;  2 phosphate + H<SUP>+</SUP>	
G1FV3-28814	YALI0C11880g	pentose phosphate pathway (non-oxidative branch)	D-ribulose 5-phosphate  &rarr;  D-xylulose 5-phosphate	
G1FV3-28828	YALI0C12210g			
G1FV3-28851	YALI0C12749g		a uridine<sup>38-40</sup> in tRNA  =  a pseudouridine<sup>38-40</sup> in tRNA	
G1FV3-28852	YALI0C12771g	<i>N</i><sup>10</sup>-formyl-tetrahydrofolate biosynthesis, tetrahydrofolate biosynthesis	a folate + NADPH + H<SUP>+</SUP>  &rarr;  a 7,8-dihydrofolate + NADP<sup>+</sup>, a 7,8-dihydrofolate + NADPH + H<SUP>+</SUP>  &rarr;  a tetrahydrofolate + NADP<sup>+</sup>	
G1FV3-28864	YALI0C13090g	D-galactose degradation V (Leloir pathway)	&alpha;-D-galactose + ATP  &rarr;  &alpha;-D-galactose 1-phosphate + ADP + H<SUP>+</SUP>	
G1FV3-28873	YALI0C13354g	pyrimidine deoxyribonucleotides biosynthesis from CTP, pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I, pyrimidine deoxyribonucleotide phosphorylation	ATP + dTMP  &rarr;  ADP + dTDP	
G1FV3-28877	YALI0C13508g			
G1FV3-28880	YALI0C13574g			
G1FV3-28901	YALI0C14036g			
G1FV3-28907	YALI0C14190g			
G1FV3-28913	YALI0C14344g	formate oxidation to CO<sub>2</sub>	formate + NAD<sup>+</sup>  &rarr;  CO<SUB>2</SUB> + NADH	
G1FV3-28919	YALI0C14498g			
G1FV3-28920	YALI0C14520g	triacylglycerol degradation, monoacylglycerol metabolism (yeast)	a 1-monoglyceride + H<sub>2</sub>O  &rarr;  a fatty acid + glycerol + H<SUP>+</SUP>, 1-oleoyl-<i>sn</i>-glycerol + H<sub>2</sub>O  &rarr;  glycerol + oleate + H<SUP>+</SUP>, 2-oleoylglycerol + H<sub>2</sub>O  &rarr;  glycerol + oleate + H<SUP>+</SUP>	
G1FV3-28951	YALI0C15224g	tRNA charging	a tRNA<SUP>Tyr</SUP> + L-tyrosine + ATP  &rarr;  an L-tyrosyl-[tRNA<SUP>Tyr</SUP>] + AMP + diphosphate	
G1FV3-28968	YALI0C15488g		lactate<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  lactate<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>	
G1FV3-28970	YALI0C15554g	thiamine diphosphate biosynthesis IV (eukaryotes), thiamine salvage IV (yeast), thiamine formation from pyrithiamine and oxythiamine (yeast)	4-methyl-5-(2-phosphooxyethyl)thiazole + 4-amino-2-methyl-5-(diphosphomethyl)pyrimidine + H<SUP>+</SUP>  &rarr;  thiamine phosphate + diphosphate, 2-[(2<i>R</i>,5<i>Z</i>)-2-carboxy-4-methylthiazol-5(2<i>H</i>)-ylidene]ethyl phosphate + 4-amino-2-methyl-5-(diphosphomethyl)pyrimidine + 2 H<SUP>+</SUP>  =  thiamine phosphate + CO<SUB>2</SUB> + diphosphate, 2-(2-carboxy-4-methylthiazol-5-yl)ethyl phosphate + 4-amino-2-methyl-5-(diphosphomethyl)pyrimidine + 2 H<SUP>+</SUP>  =  thiamine phosphate + CO<SUB>2</SUB> + diphosphate, ATP + 5-(2-hydroxyethyl)-4-methylthiazole  &rarr;  ADP + 4-methyl-5-(2-phosphooxyethyl)thiazole + H<SUP>+</SUP>	
G1FV3-28981	YALI0C15807g		urea<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  urea<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>	
G1FV3-29006	YALI0C16434g	guanosine ribonucleotides <i>de novo</i> biosynthesis	ATP + GMP  &rarr;  ADP + GDP	
G1FV3-29021	YALI0C16753g	L-glutamate degradation IX (via 4-aminobutanoate)	L-glutamate + H<SUP>+</SUP>  &rarr;  CO<SUB>2</SUB> + 4-aminobutanoate	
G1FV3-29027	YALI0C16885g	glyoxylate cycle	D-<i>threo</i>-isocitrate  &rarr;  glyoxylate + succinate	
G1FV3-29028	YALI0C16907g			
G1FV3-29032	YALI0C16995g	gluconeogenesis I	oxaloacetate + ATP  &rarr;  CO<SUB>2</SUB> + phospho<i>enol</i>pyruvate + ADP	
G1FV3-29042	YALI0C17237g		an amino acid<sub>[periplasm]</sub>  &rarr;  an amino acid<sub>[cytosol]</sub>	
G1FV3-29044	YALI0C17281g			
G1FV3-29045	YALI0C17303g			
G1FV3-29066	YALI0C17831g	glutathione biosynthesis	glycine + &gamma;-L-glutamyl-L-cysteine + ATP  &rarr;  glutathione + ADP + phosphate + H<SUP>+</SUP>	
G1FV3-29071	YALI0C17941g		GDP + H<sub>2</sub>O  &rarr;  GMP + phosphate + H<SUP>+</SUP>	
G1FV3-29082	YALI0C18205g	ubiquinol-6 biosynthesis from 4-hydroxybenzoate (eukaryotic), ubiquinol-8 biosynthesis (eukaryotic), ubiquinol-9 biosynthesis (eukaryotic), ubiquinol-10 biosynthesis (eukaryotic), ubiquinol-7 biosynthesis (eukaryotic)	<i>S</i>-adenosyl-L-methionine + 2-methoxy-6-<i>all trans</i>-hexaprenyl-1,4-benzoquinol  &rarr;  6-methoxy-3-methyl-2-<i>all-trans</i>-hexaprenyl-1,4-benzoquinol + <i>S</i>-adenosyl-L-homocysteine + H<SUP>+</SUP>, <i>S</i>-adenosyl-L-methionine + 2-methoxy-6-<i>all trans</i>-octaprenyl-1,4-benzoquinol  &rarr;  <i>S</i>-adenosyl-L-homocysteine + 6-methoxy-3-methyl-2-<i>all-trans</i>-octaprenyl-1,4-benzoquinol + H<SUP>+</SUP>, <i>S</i>-adenosyl-L-methionine + 2-methoxy-6-<i>all trans</i>-nonaprenyl-1,4-benzoquinol  &rarr;  6-methoxy-3-methyl-2-<i>all-trans</i>-nonaprenyl-1,4-benzoquinol + <i>S</i>-adenosyl-L-homocysteine + H<SUP>+</SUP>, <i>S</i>-adenosyl-L-methionine + <i>all trans</i>-decaprenyl-2-methoxy-6-1,4-benzoquinol  &rarr;  6-methoxy-3-methyl-2-<i>all-trans</i>-decaprenyl-1,4-benzoquinol + <i>S</i>-adenosyl-L-homocysteine + H<SUP>+</SUP>, <i>S</i>-adenosyl-L-methionine + a 2-methoxy-6-<i>all-trans</i>-polyprenyl-1,4-benzoquinol  &rarr;  a 6-methoxy-3-methyl-2-<i>all-trans</i>-polyprenyl-1,4-benzoquinol + <i>S</i>-adenosyl-L-homocysteine + H<SUP>+</SUP>, <i>S</i>-adenosyl-L-methionine + 2-methoxy-6-<i>all trans</i>-heptaprenyl-1,4-benzoquinol  &rarr;  6-methoxy-3-methyl-2-<i>all-trans</i>-heptaprenyl-1,4-benzoquinol + <i>S</i>-adenosyl-L-homocysteine + H<SUP>+</SUP>	
G1FV3-29091	YALI0C18425g	tRNA charging	L-tryptophan + a tRNA<SUP>Trp</SUP> + ATP  &rarr;  AMP + an L-tryptophanyl-[tRNA<SUP>Trp</SUP>] + diphosphate	
G1FV3-29098	YALI0C18535g	tRNA charging	a tRNA<SUP>Phe</SUP> + L-phenylalanine + ATP  &rarr;  an L-phenylalanyl-[tRNA<SUP>Phe</SUP>] + AMP + diphosphate	
